CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04;Reservas de Lucros;1494546.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.01;Reserva Legal;105518.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.01;Reserva Legal;120055.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.02;Reserva Estatutária;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.02;Reserva Estatutária;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.03;Reserva para Contingências;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.03;Reserva para Contingências;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.05;Reserva de Retenção de Lucros;319700.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.05;Reserva de Retenção de Lucros;266187.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.07;Reserva de Incentivos Fiscais;1045621.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.07;Reserva de Incentivos Fiscais;1108304.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.04.09;Ações em Tesouraria;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.04.09;Ações em Tesouraria;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.05;Lucros/Prejuízos Acumulados;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.05;Lucros/Prejuízos Acumulados;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.06;Ajustes de Avaliação Patrimonial;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.06;Ajustes de Avaliação Patrimonial;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.08;Outros Resultados Abrangentes;562448.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.08;Outros Resultados Abrangentes;550878.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-02-28;2.03.09;Participação dos Acionistas Não Controladores;201.0000000000;S
64.904.295/0001-03;2023-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-02-28;2.03.09;Participação dos Acionistas Não Controladores;229.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2;Passivo Total;4128354.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2;Passivo Total;4176858.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01;Passivo Circulante;1480765.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01;Passivo Circulante;1587082.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.01;Obrigações Sociais e Trabalhistas;92498.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.01;Obrigações Sociais e Trabalhistas;113193.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.01.02;Obrigações Trabalhistas;92498.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.01.02;Obrigações Trabalhistas;113193.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.02;Fornecedores;136164.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.02;Fornecedores;138303.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.02.01;Fornecedores Nacionais;136164.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.02.01;Fornecedores Nacionais;138303.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.02.02;Fornecedores Estrangeiros;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.02.02;Fornecedores Estrangeiros;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03;Obrigações Fiscais;30122.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.03;Obrigações Fiscais;22055.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01;Obrigações Fiscais Federais;30122.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.03.01;Obrigações Fiscais Federais;22055.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01.02;Obrigações Fiscais Federais;30122.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.03.01.02;Obrigações Fiscais Federais;22055.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04;Empréstimos e Financiamentos;597353.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.04;Empréstimos e Financiamentos;615513.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.01;Empréstimos e Financiamentos;343767.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.04.01;Empréstimos e Financiamentos;304213.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.01.01;Em Moeda Nacional;343767.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.04.01.01;Em Moeda Nacional;304213.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.02;Debêntures;253586.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.04.02;Debêntures;311300.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.03;Financiamento por Arrendamento;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.04.03;Financiamento por Arrendamento;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05;Outras Obrigações;541624.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05;Outras Obrigações;594935.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01;Passivos com Partes Relacionadas;27082.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.01;Passivos com Partes Relacionadas;26770.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;27082.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;26770.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02;Outros;514542.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.02;Outros;568165.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.04;Obrigações por compra de imóveis e adto de clientes;459526.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.02.04;Obrigações por compra de imóveis e adto de clientes;501955.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.05;Demais contar a pagar;49082.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.02.05;Demais contar a pagar;59272.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.06;Arrendamento mercantil - direito de uso;5934.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.05.02.06;Arrendamento mercantil - direito de uso;6938.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06;Provisões;83004.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06;Provisões;103083.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;65671.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;85259.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;8996.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;8576.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.04;Provisões Cíveis;46427.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.01.04;Provisões Cíveis;50897.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.05;Outras provisões;10248.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.01.05;Outras provisões;10959.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.06;Cessão de Créditos;0.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.01.06;Cessão de Créditos;14827.0000000000;N
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02;Outras Provisões;17333.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.02;Outras Provisões;17824.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
71.476.527/0001-35;2023-03-31;1;CONSTRUTORA TENDA S.A.;021148;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
